Datetime,Generated power_1457 (kW),Ambient temperature_1458 (degree C),Irradiance_1459 (W/m2),PV module temperature_1460 (C)
2023-01-01 00:00:00,0.0000000000,29.0000000000,0.0000000000,13.0263500000
2023-01-01 00:15:00,0.0000000000,28.0000000000,0.0000000000,14.0825100000
2023-01-01 00:30:00,0.0000000000,29.0000000000,0.0000000000,14.2465200000
2023-01-01 00:45:00,0.0000000000,29.0000000000,0.0000000000,13.7884400000
2023-01-01 01:00:00,0.0000000000,29.0000000000,0.0000000000,13.6322300000
2023-01-01 01:15:00,0.0000000000,29.0000000000,0.0000000000,13.3525300000
2023-01-01 01:30:00,0.0000000000,29.0000000000,0.0000000000,13.4295800000
2023-01-01 01:45:00,0.0000000000,29.0000000000,0.0000000000,13.6452000000
2023-01-01 02:00:00,0.0000000000,28.0000000000,0.0000000000,13.4430800000
2023-01-01 02:15:00,0.0000000000,28.0000000000,0.0000000000,13.0578500000
2023-01-01 02:30:00,0.0000000000,28.0000000000,0.0000000000,12.6620100000
2023-01-01 02:45:00,0.0000000000,27.0000000000,0.0000000000,12.3797500000
2023-01-01 03:00:00,0.0000000000,28.0000000000,0.0000000000,12.0063800000
2023-01-01 03:15:00,0.0000000000,27.0000000000,0.0000000000,11.6121200000
2023-01-01 03:30:00,0.0000000000,28.0000000000,0.0000000000,11.4552000000
2023-01-01 03:45:00,0.0000000000,27.0000000000,0.0000000000,11.4000000000
2023-01-01 04:00:00,0.0000000000,27.0000000000,0.0000000000,11.4026000000
2023-01-01 04:15:00,0.0000000000,27.0000000000,0.0000000000,11.6136100000
2023-01-01 04:30:00,0.0000000000,27.0000000000,0.0000000000,12.0654600000
2023-01-01 04:45:00,0.0000000000,27.0000000000,0.0000000000,12.1462600000
2023-01-01 05:00:00,0.0000000000,27.0000000000,0.0000000000,12.6909900000
2023-01-01 05:15:00,0.0000000000,27.0000000000,0.0000000000,13.3980600000
2023-01-01 05:30:00,0.0000000000,29.0000000000,0.0000000000,13.5514500000
2023-01-01 05:45:00,0.0000000000,30.0000000000,0.0000000000,13.0560300000
2023-01-01 06:00:00,0.0000000000,27.0000000000,0.0000000000,12.8681000000
2023-01-01 06:15:00,0.0000000000,27.0000000000,0.0000000000,12.9919800000
2023-01-01 06:30:00,1.6000000000,27.0000000000,4.4568450000,12.9059800000
2023-01-01 06:45:00,10.0000000000,28.0000000000,34.5191600000,13.5170800000
2023-01-01 07:00:00,20.8000000000,27.0000000000,86.5119500000,15.0882300000
2023-01-01 07:15:00,39.6000000000,28.0000000000,143.4676000000,16.8811200000
2023-01-01 07:30:00,51.6000000000,28.0000000000,191.8569000000,18.3709100000
2023-01-01 07:45:00,57.6000000000,30.0000000000,139.1053000000,19.8473000000
2023-01-01 08:00:00,67.2000000000,30.0000000000,206.7323000000,23.5956500000
2023-01-01 08:15:00,66.4000000000,32.0000000000,306.7695000000,27.0533500000
2023-01-01 08:30:00,82.0000000000,32.0000000000,409.8999000000,31.5611400000
2023-01-01 08:45:00,77.6000000000,32.0000000000,463.1033000000,34.6915300000
2023-01-01 09:00:00,91.2000000000,33.0000000000,525.6274000000,38.0677400000
2023-01-01 09:15:00,140.8000000000,33.0000000000,579.1479000000,40.8937500000
2023-01-01 09:30:00,147.2000000000,33.0000000000,624.3528000000,42.1694600000
2023-01-01 09:45:00,157.6000000000,34.0000000000,666.0208000000,44.8924800000
2023-01-01 10:00:00,165.6000000000,34.0000000000,704.6148000000,47.5215100000
2023-01-01 10:15:00,156.8000000000,35.0000000000,740.8184000000,48.5406000000
2023-01-01 10:30:00,161.2000000000,35.0000000000,776.6428000000,48.9751100000
2023-01-01 10:45:00,167.2000000000,35.0000000000,803.6026000000,50.5391800000
2023-01-01 11:00:00,168.4000000000,36.0000000000,824.2615000000,52.8385800000
2023-01-01 11:15:00,173.2000000000,36.0000000000,845.3514000000,53.8089500000
2023-01-01 11:30:00,174.0000000000,37.0000000000,862.3591000000,54.9357800000
2023-01-01 11:45:00,173.6000000000,37.0000000000,875.0309000000,56.2320000000
2023-01-01 12:00:00,185.2000000000,37.0000000000,877.3475000000,56.5937200000
2023-01-01 12:15:00,199.2000000000,37.0000000000,875.5477000000,56.3936800000
2023-01-01 12:30:00,204.0000000000,38.0000000000,870.2829000000,56.6835300000
2023-01-01 12:45:00,197.2000000000,39.0000000000,863.5427000000,56.6510500000
2023-01-01 13:00:00,194.8000000000,39.0000000000,845.8179000000,56.4291000000
2023-01-01 13:15:00,191.6000000000,40.0000000000,822.9803000000,55.8609800000
2023-01-01 13:30:00,199.2000000000,39.0000000000,794.6071000000,54.7258000000
2023-01-01 13:45:00,201.2000000000,39.0000000000,765.0121000000,52.9558000000
2023-01-01 14:00:00,190.8000000000,40.0000000000,722.0306000000,52.6004500000
2023-01-01 14:15:00,173.2000000000,40.0000000000,679.4913000000,52.5176100000
2023-01-01 14:30:00,181.2000000000,40.0000000000,630.8392000000,50.4179600000
2023-01-01 14:45:00,179.2000000000,42.0000000000,571.7073000000,48.1019200000
2023-01-01 15:00:00,168.0000000000,41.0000000000,526.6955000000,46.5800400000
2023-01-01 15:15:00,152.8000000000,42.0000000000,480.7720000000,44.5610900000
2023-01-01 15:30:00,134.0000000000,42.0000000000,426.4571000000,42.3398500000
2023-01-01 15:45:00,116.4000000000,39.0000000000,371.4872000000,40.4319300000
2023-01-01 16:00:00,98.4000000000,39.0000000000,316.1190000000,38.0647400000
2023-01-01 16:15:00,80.0000000000,39.0000000000,259.2750000000,36.1395700000
2023-01-01 16:30:00,59.6000000000,39.0000000000,199.4009000000,34.1562000000
