Datetime,Generated power_1355 (kW),Ambient temperature_1356 (degree C),Irradiance_1357 (W/m2),PV module temperature_1358 (C)
2023-01-01 00:00:00,0.0000000000,34.0000000000,0.0000000000,15.4500000000
2023-01-01 00:15:00,0.0000000000,33.0000000000,0.0000000000,15.3333300000
2023-01-01 00:30:00,0.0000000000,33.0000000000,0.0000000000,15.1666700000
2023-01-01 00:45:00,0.0000000000,33.0000000000,0.0000000000,14.7166700000
2023-01-01 01:00:00,0.0000000000,32.0000000000,0.0000000000,14.3000000000
2023-01-01 01:15:00,0.0000000000,32.0000000000,0.0000000000,14.0166700000
2023-01-01 01:30:00,0.0000000000,33.0000000000,0.0000000000,13.9833300000
2023-01-01 01:45:00,0.0000000000,31.0000000000,0.0000000000,14.0166700000
2023-01-01 02:00:00,0.0000000000,32.0000000000,0.0000000000,14.9333300000
2023-01-01 02:15:00,0.0000000000,32.0000000000,0.0000000000,15.3500000000
2023-01-01 02:30:00,0.0000000000,30.0000000000,0.0000000000,15.6833300000
2023-01-01 02:45:00,0.0000000000,31.0000000000,0.0000000000,15.6666700000
2023-01-01 03:00:00,0.0000000000,31.0000000000,0.0000000000,15.6500000000
2023-01-01 03:15:00,0.0000000000,31.0000000000,0.0000000000,15.7333300000
2023-01-01 03:30:00,0.0000000000,30.0000000000,0.0000000000,15.4166700000
2023-01-01 03:45:00,0.0000000000,31.0000000000,0.0000000000,15.0333300000
2023-01-01 04:00:00,0.0000000000,31.0000000000,0.0000000000,14.2500000000
2023-01-01 04:15:00,0.0000000000,30.0000000000,0.0000000000,13.6666700000
2023-01-01 04:30:00,0.0000000000,30.0000000000,0.0000000000,12.9333300000
2023-01-01 04:45:00,0.0000000000,31.0000000000,0.0000000000,12.3166700000
2023-01-01 05:00:00,0.0000000000,31.0000000000,0.0000000000,12.0166700000
2023-01-01 05:15:00,0.0000000000,30.0000000000,0.0000000000,11.9500000000
2023-01-01 05:30:00,0.0000000000,30.0000000000,0.0000000000,12.6833300000
2023-01-01 05:45:00,0.0000000000,29.0000000000,0.0000000000,13.0833300000
2023-01-01 06:00:00,0.0000000000,30.0000000000,0.0000000000,12.4500000000
2023-01-01 06:15:00,0.0000000000,30.0000000000,0.0000000000,12.2666700000
2023-01-01 06:30:00,0.0000000000,30.0000000000,0.0000000000,13.0833300000
2023-01-01 06:45:00,4.0000000000,29.0000000000,3.2038310000,12.5500000000
2023-01-01 07:00:00,20.0000000000,29.0000000000,24.0643300000,13.1833300000
2023-01-01 07:15:00,36.0000000000,29.0000000000,46.6335300000,14.3000000000
2023-01-01 07:30:00,60.0000000000,30.0000000000,76.8919400000,15.9166700000
2023-01-01 07:45:00,80.0000000000,29.0000000000,117.4738000000,17.7000000000
2023-01-01 08:00:00,108.0000000000,30.0000000000,134.4897000000,18.5166700000
2023-01-01 08:15:00,152.0000000000,31.0000000000,213.3039000000,20.1166700000
2023-01-01 08:30:00,188.0000000000,30.0000000000,255.4521000000,21.6833300000
2023-01-01 08:45:00,232.0000000000,31.0000000000,322.6613000000,23.7333300000
2023-01-01 09:00:00,312.0000000000,32.0000000000,403.7538000000,27.3333300000
2023-01-01 09:15:00,356.0000000000,33.0000000000,477.5132000000,32.0500000000
2023-01-01 09:30:00,380.0000000000,33.0000000000,526.7097000000,36.6333400000
2023-01-01 09:45:00,400.0000000000,32.0000000000,559.8872000000,39.4166700000
2023-01-01 10:00:00,440.0000000000,33.0000000000,605.7376000000,41.2166700000
2023-01-01 10:15:00,456.0000000000,33.0000000000,641.9052000000,43.8833400000
2023-01-01 10:30:00,484.0000000000,34.0000000000,675.1539000000,45.7333300000
2023-01-01 10:45:00,512.0000000000,34.0000000000,720.8619000000,47.1000000000
2023-01-01 11:00:00,528.0000000000,36.0000000000,746.2789000000,46.8833400000
2023-01-01 11:15:00,520.0000000000,36.0000000000,755.6769000000,47.7500000000
2023-01-01 11:30:00,532.0000000000,36.0000000000,737.1658000000,50.0166700000
2023-01-01 11:45:00,580.0000000000,36.0000000000,817.3328000000,51.9000000000
2023-01-01 12:00:00,580.0000000000,37.0000000000,832.4264000000,51.9500000000
2023-01-01 12:15:00,584.0000000000,36.0000000000,831.4296000000,51.9666700000
2023-01-01 12:30:00,568.0000000000,37.0000000000,812.2067000000,52.9666700000
2023-01-01 12:45:00,604.0000000000,38.0000000000,857.1315000000,54.2000000000
2023-01-01 13:00:00,480.0000000000,36.0000000000,798.6082000000,54.6000000000
2023-01-01 13:15:00,552.0000000000,35.0000000000,779.9548000000,53.5500000000
2023-01-01 13:30:00,540.0000000000,37.0000000000,773.2623000000,53.7333300000
2023-01-01 13:45:00,512.0000000000,38.0000000000,742.2920000000,53.1500000000
2023-01-01 14:00:00,480.0000000000,39.0000000000,696.2280000000,51.8333300000
2023-01-01 14:15:00,464.0000000000,39.0000000000,667.8919000000,50.2666700000
