Datetime,Generated power_1397 (kW),Ambient temperature_1398 (degree C),Irradiance_1399 (W/m2),PV module temperature_1400 (C)
2022-01-01 00:00:00,0.0000000000,25.1734100000,0.0000000000,25.1734100000
2022-01-01 00:15:00,0.0000000000,25.2901900000,0.0000000000,25.2901900000
2022-01-01 00:30:00,0.0000000000,25.0082800000,0.0000000000,25.0082800000
2022-01-01 00:45:00,0.0000000000,24.5918300000,0.0000000000,24.5918300000
2022-01-01 01:00:00,0.0000000000,24.1894700000,0.0000000000,24.1894700000
2022-01-01 01:15:00,0.0000000000,23.7956200000,0.0000000000,23.7956200000
2022-01-01 01:30:00,0.0000000000,23.5248400000,0.0000000000,23.5248400000
2022-01-01 01:45:00,0.0000000000,23.6486100000,0.0000000000,23.6486100000
2022-01-01 02:00:00,0.0000000000,24.2245000000,0.0000000000,24.2245000000
2022-01-01 02:15:00,0.0000000000,24.5454800000,0.0000000000,24.5454800000
2022-01-01 02:30:00,0.0000000000,25.0046600000,0.0000000000,25.0046600000
2022-01-01 02:45:00,0.0000000000,25.0681100000,0.0000000000,25.0681100000
2022-01-01 03:00:00,0.0000000000,25.0118900000,0.0000000000,25.0118900000
2022-01-01 03:15:00,0.0000000000,24.9884600000,0.0000000000,24.9884600000
2022-01-01 03:30:00,0.0000000000,24.8277200000,0.0000000000,24.8277200000
2022-01-01 03:45:00,0.0000000000,24.6871800000,0.0000000000,24.6871800000
2022-01-01 04:00:00,0.0000000000,24.6665400000,0.0000000000,24.6665400000
2022-01-01 04:15:00,0.0000000000,24.6325200000,0.0000000000,24.6325200000
2022-01-01 04:30:00,0.0000000000,24.6066700000,0.0000000000,24.6066700000
2022-01-01 04:45:00,0.0000000000,24.5907800000,0.0000000000,24.5907800000
2022-01-01 05:00:00,0.0000000000,24.4882900000,0.0000000000,24.4882900000
2022-01-01 05:15:00,0.0000000000,24.3826200000,0.0000000000,24.3826200000
2022-01-01 05:30:00,0.0000000000,24.3041600000,0.0000000000,24.3041600000
2022-01-01 05:45:00,0.0000000000,24.3355600000,0.0000000000,24.3355600000
2022-01-01 06:00:00,0.0000000000,24.2669000000,0.0000000000,24.2669000000
2022-01-01 06:15:00,0.0000000000,23.6931700000,0.0000000000,23.6931700000
2022-01-01 06:30:00,4.0000000000,23.4113700000,5.0000000000,23.4113700000
2022-01-01 06:45:00,16.0000000000,23.7308600000,25.0000000000,23.7308600000
2022-01-01 07:00:00,60.0000000000,25.0492800000,82.0000000000,25.0492800000
2022-01-01 07:15:00,56.0000000000,26.7436800000,82.0000000000,26.7436800000
2022-01-01 07:30:00,88.0000000000,27.9577300000,125.0000000000,27.9577300000
2022-01-01 07:45:00,116.0000000000,29.7171200000,162.0000000000,29.7171200000
2022-01-01 08:00:00,152.0000000000,31.3941700000,209.0000000000,31.3941700000
2022-01-01 08:15:00,68.0000000000,31.3839300000,102.0000000000,31.3839300000
2022-01-01 08:30:00,136.0000000000,30.4899600000,184.0000000000,30.4899600000
2022-01-01 08:45:00,184.0000000000,32.5817300000,258.0000000000,32.5817300000
2022-01-01 09:00:00,264.0000000000,36.8861500000,362.0000000000,36.8861500000
2022-01-01 09:15:00,212.0000000000,37.9553600000,309.0000000000,37.9553600000
2022-01-01 09:30:00,208.0000000000,37.0130100000,300.0000000000,37.0130100000
2022-01-01 09:45:00,80.0000000000,33.8779500000,112.0000000000,33.8779500000
2022-01-01 10:00:00,212.0000000000,27.6995000000,279.0000000000,27.6995000000
2022-01-01 10:15:00,344.0000000000,33.5872700000,473.0000000000,33.5872700000
2022-01-01 10:30:00,324.0000000000,38.6898900000,471.0000000000,38.6898900000
2022-01-01 10:45:00,156.0000000000,37.6824200000,217.0000000000,37.6824200000
2022-01-01 11:00:00,68.0000000000,32.1003200000,97.0000000000,32.1003200000
2022-01-01 11:15:00,80.0000000000,28.1600800000,107.0000000000,28.1600800000
2022-01-01 11:30:00,280.0000000000,29.8971500000,375.0000000000,29.8971500000
2022-01-01 11:45:00,260.0000000000,37.5697600000,364.0000000000,37.5697600000
2022-01-01 12:00:00,156.0000000000,35.0012000000,208.0000000000,35.0012000000
2022-01-01 12:15:00,152.0000000000,33.2742500000,205.0000000000,33.2742500000
2022-01-01 12:30:00,148.0000000000,32.9892800000,204.0000000000,32.9892800000
2022-01-01 12:45:00,172.0000000000,33.4450300000,235.0000000000,33.4450300000
2022-01-01 13:00:00,264.0000000000,34.3522800000,359.0000000000,34.3522800000
2022-01-01 13:15:00,420.0000000000,41.7472300000,616.0000000000,41.7472300000
2022-01-01 13:30:00,312.0000000000,41.1774000000,432.0000000000,41.1774000000
2022-01-01 13:45:00,260.0000000000,38.9519100000,360.0000000000,38.9519100000
2022-01-01 14:00:00,248.0000000000,38.5925100000,345.0000000000,38.5925100000
2022-01-01 14:15:00,136.0000000000,36.3780400000,193.0000000000,36.3780400000
2022-01-01 14:30:00,212.0000000000,34.3495000000,285.0000000000,34.3495000000
2022-01-01 14:45:00,240.0000000000,35.9574700000,333.0000000000,35.9574700000
2022-01-01 15:00:00,212.0000000000,36.1940700000,301.0000000000,36.1940700000
2022-01-01 15:15:00,304.0000000000,37.5881600000,422.0000000000,37.5881600000
2022-01-01 15:30:00,188.0000000000,37.6665500000,266.0000000000,37.6665500000
2022-01-01 15:45:00,172.0000000000,34.9199300000,244.0000000000,34.9199300000
2022-01-01 16:00:00,128.0000000000,33.9515000000,191.0000000000,33.9515000000
2022-01-01 16:15:00,128.0000000000,32.7635500000,180.0000000000,32.7635500000
2022-01-01 16:30:00,112.0000000000,32.3924300000,159.0000000000,32.3924300000
2022-01-01 16:45:00,76.0000000000,31.1167100000,112.0000000000,31.1167100000
2022-01-01 17:00:00,64.0000000000,30.2786800000,96.0000000000,30.2786800000
2022-01-01 17:15:00,48.0000000000,29.4017800000,68.0000000000,29.4017800000
2022-01-01 17:30:00,28.0000000000,28.5542700000,42.0000000000,28.5542700000
2022-01-01 17:45:00,12.0000000000,27.7199000000,19.0000000000,27.7199000000
2022-01-01 18:00:00,4.0000000000,26.6556900000,5.0000000000,26.6556900000
2022-01-01 18:15:00,0.0000000000,25.7883100000,0.0000000000,25.7883100000
2022-01-01 18:30:00,0.0000000000,25.5626600000,0.0000000000,25.5626600000
2022-01-01 18:45:00,0.0000000000,25.2689000000,0.0000000000,25.2689000000
2022-01-01 19:00:00,0.0000000000,24.6044900000,,24.6044900000
2022-01-01 19:15:00,0.0000000000,24.3923500000,0.0000000000,24.3923500000
2022-01-01 19:30:00,0.0000000000,24.6666900000,0.0000000000,24.6666900000
2022-01-01 19:45:00,0.0000000000,24.7186900000,,24.7186900000
2022-01-01 20:00:00,0.0000000000,24.0069800000,0.0000000000,24.0069800000
2022-01-01 20:15:00,0.0000000000,23.8190900000,0.0000000000,23.8190900000
2022-01-01 20:30:00,0.0000000000,23.8311700000,0.0000000000,23.8311700000
2022-01-01 20:45:00,0.0000000000,23.5927700000,0.0000000000,23.5927700000
2022-01-01 21:00:00,0.0000000000,23.1443500000,,23.1443500000
2022-01-01 21:15:00,0.0000000000,22.7890300000,,22.7890300000
2022-01-01 21:30:00,0.0000000000,22.6026900000,,22.6026900000
2022-01-01 21:45:00,0.0000000000,22.7466300000,,22.7466300000
2022-01-01 22:00:00,0.0000000000,22.9663900000,0.0000000000,22.9663900000
2022-01-01 22:15:00,0.0000000000,23.0358000000,0.0000000000,23.0358000000
2022-01-01 22:30:00,0.0000000000,23.2679600000,0.0000000000,23.2679600000
2022-01-01 22:45:00,0.0000000000,23.3794000000,0.0000000000,23.3794000000
2022-01-01 23:00:00,0.0000000000,23.2281800000,0.0000000000,23.2281800000
2022-01-01 23:15:00,0.0000000000,22.7123800000,,22.7123800000
2022-01-01 23:30:00,0.0000000000,22.6000000000,0.0000000000,22.6000000000
2022-01-01 23:45:00,0.0000000000,22.5659400000,0.0000000000,22.5659400000
2022-01-02 00:00:00,0.0000000000,22.4126500000,,22.4126500000
2022-01-02 00:15:00,0.0000000000,22.3726500000,0.0000000000,22.3726500000
2022-01-02 00:30:00,0.0000000000,22.4500400000,0.0000000000,22.4500400000
2022-01-02 00:45:00,0.0000000000,22.4034300000,0.0000000000,22.4034300000
2022-01-02 01:00:00,0.0000000000,22.7734100000,0.0000000000,22.7734100000
2022-01-02 01:15:00,0.0000000000,22.5480600000,0.0000000000,22.5480600000
2022-01-02 01:30:00,0.0000000000,22.0084700000,,22.0084700000
2022-01-02 01:45:00,0.0000000000,21.7197600000,,21.7197600000
2022-01-02 02:00:00,0.0000000000,21.9581700000,0.0000000000,21.9581700000
2022-01-02 02:15:00,0.0000000000,22.4383600000,0.0000000000,22.4383600000
2022-01-02 02:30:00,0.0000000000,22.4229900000,0.0000000000,22.4229900000
2022-01-02 02:45:00,0.0000000000,22.6616400000,0.0000000000,22.6616400000
2022-01-02 03:00:00,0.0000000000,22.4167000000,,22.4167000000
2022-01-02 03:15:00,0.0000000000,22.2408000000,0.0000000000,22.2408000000
2022-01-02 03:30:00,0.0000000000,22.2106000000,0.0000000000,22.2106000000
2022-01-02 03:45:00,0.0000000000,22.2020000000,0.0000000000,22.2020000000
2022-01-02 04:00:00,0.0000000000,22.2895400000,0.0000000000,22.2895400000
2022-01-02 04:15:00,0.0000000000,22.7081000000,0.0000000000,22.7081000000
2022-01-02 04:30:00,0.0000000000,22.8743600000,0.0000000000,22.8743600000
2022-01-02 04:45:00,0.0000000000,22.9000000000,0.0000000000,22.9000000000
2022-01-02 05:00:00,0.0000000000,22.9829800000,0.0000000000,22.9829800000
2022-01-02 05:15:00,0.0000000000,23.1874600000,0.0000000000,23.1874600000
2022-01-02 05:30:00,0.0000000000,22.9505300000,,22.9505300000
2022-01-02 05:45:00,0.0000000000,22.5174600000,,22.5174600000
2022-01-02 06:00:00,0.0000000000,22.2622700000,,22.2622700000
2022-01-02 06:15:00,0.0000000000,22.1578100000,0.0000000000,22.1578100000
2022-01-02 06:30:00,4.0000000000,22.0859900000,4.0000000000,22.0859900000
2022-01-02 06:45:00,12.0000000000,22.2274400000,25.0000000000,22.2274400000
2022-01-02 07:00:00,36.0000000000,22.6764100000,50.0000000000,22.6764100000
2022-01-02 07:15:00,52.0000000000,23.3324500000,81.0000000000,23.3324500000
2022-01-02 07:30:00,76.0000000000,25.0280800000,110.0000000000,25.0280800000
2022-01-02 07:45:00,84.0000000000,26.6224300000,128.0000000000,26.6224300000
2022-01-02 08:00:00,132.0000000000,28.5008000000,189.0000000000,28.5008000000
2022-01-02 08:15:00,212.0000000000,31.3988700000,301.0000000000,31.3988700000
2022-01-02 08:30:00,272.0000000000,35.5065900000,380.0000000000,35.5065900000
2022-01-02 08:45:00,296.0000000000,39.8174000000,409.0000000000,39.8174000000
2022-01-02 09:00:00,180.0000000000,39.9459300000,261.0000000000,39.9459300000
2022-01-02 09:15:00,228.0000000000,37.6140300000,332.0000000000,37.6140300000
2022-01-02 09:30:00,308.0000000000,39.1906200000,462.0000000000,39.1906200000
2022-01-02 09:45:00,400.0000000000,42.4881600000,539.0000000000,42.4881600000
2022-01-02 10:00:00,360.0000000000,45.2480300000,519.0000000000,45.2480300000
2022-01-02 10:15:00,424.0000000000,45.0510900000,643.0000000000,45.0510900000
2022-01-02 10:30:00,416.0000000000,44.0484400000,665.0000000000,44.0484400000
2022-01-02 10:45:00,300.0000000000,43.7803200000,495.0000000000,43.7803200000
2022-01-02 11:00:00,348.0000000000,40.8265500000,528.0000000000,40.8265500000
2022-01-02 11:15:00,296.0000000000,42.3947000000,428.0000000000,42.3947000000
2022-01-02 11:30:00,400.0000000000,43.2138700000,674.0000000000,43.2138700000
2022-01-02 11:45:00,404.0000000000,46.8208200000,618.0000000000,46.8208200000
2022-01-02 12:00:00,396.0000000000,46.4386600000,631.0000000000,46.4386600000
2022-01-02 12:15:00,492.0000000000,43.6737400000,841.0000000000,43.6737400000
2022-01-02 12:30:00,400.0000000000,49.9084900000,710.0000000000,49.9084900000
2022-01-02 12:45:00,316.0000000000,46.0061600000,497.0000000000,46.0061600000
2022-01-02 13:00:00,188.0000000000,38.4876100000,261.0000000000,38.4876100000
2022-01-02 13:15:00,220.0000000000,36.7456100000,307.0000000000,36.7456100000
2022-01-02 13:30:00,340.0000000000,37.5639400000,507.0000000000,37.5639400000
2022-01-02 13:45:00,276.0000000000,40.1893100000,420.0000000000,40.1893100000
2022-01-02 14:00:00,324.0000000000,39.7641600000,471.0000000000,39.7641600000
2022-01-02 14:15:00,296.0000000000,41.3796600000,453.0000000000,41.3796600000
2022-01-02 14:30:00,332.0000000000,42.5186600000,526.0000000000,42.5186600000
2022-01-02 14:45:00,248.0000000000,38.9621300000,345.0000000000,38.9621300000
2022-01-02 15:00:00,184.0000000000,37.2569400000,253.0000000000,37.2569400000
2022-01-02 15:15:00,48.0000000000,32.5337300000,68.0000000000,32.5337300000
2022-01-02 15:30:00,104.0000000000,30.3754100000,151.0000000000,30.3754100000
2022-01-02 15:45:00,136.0000000000,32.1572800000,185.0000000000,32.1572800000
2022-01-02 16:00:00,112.0000000000,32.4451100000,161.0000000000,32.4451100000
2022-01-02 16:15:00,96.0000000000,31.7455100000,142.0000000000,31.7455100000
2022-01-02 16:30:00,44.0000000000,30.7752700000,62.0000000000,30.7752700000
2022-01-02 16:45:00,60.0000000000,29.5203800000,88.0000000000,29.5203800000
2022-01-02 17:00:00,40.0000000000,29.3034800000,58.0000000000,29.3034800000
2022-01-02 17:15:00,16.0000000000,28.4828400000,30.0000000000,28.4828400000
2022-01-02 17:30:00,24.0000000000,27.5664100000,36.0000000000,27.5664100000
2022-01-02 17:45:00,16.0000000000,26.8446600000,22.0000000000,26.8446600000
2022-01-02 18:00:00,0.0000000000,26.4066400000,5.0000000000,26.4066400000
2022-01-02 18:15:00,0.0000000000,26.0439600000,0.0000000000,26.0439600000
2022-01-02 18:30:00,0.0000000000,25.9853900000,0.0000000000,25.9853900000
2022-01-02 18:45:00,0.0000000000,26.2193000000,0.0000000000,26.2193000000
2022-01-02 19:00:00,0.0000000000,26.3066700000,0.0000000000,26.3066700000
2022-01-02 19:15:00,0.0000000000,26.2944100000,0.0000000000,26.2944100000
2022-01-02 19:30:00,0.0000000000,26.2537500000,0.0000000000,26.2537500000
2022-01-02 19:45:00,0.0000000000,26.2149800000,0.0000000000,26.2149800000
2022-01-02 20:00:00,0.0000000000,26.2066700000,0.0000000000,26.2066700000
2022-01-02 20:15:00,0.0000000000,26.1174500000,0.0000000000,26.1174500000
2022-01-02 20:30:00,0.0000000000,26.0214700000,0.0000000000,26.0214700000
2022-01-02 20:45:00,0.0000000000,25.7762200000,0.0000000000,25.7762200000
2022-01-02 21:00:00,0.0000000000,25.3126500000,0.0000000000,25.3126500000
2022-01-02 21:15:00,0.0000000000,24.9088900000,,24.9088900000
2022-01-02 21:30:00,0.0000000000,24.9999000000,0.0000000000,24.9999000000
2022-01-02 21:45:00,0.0000000000,25.4146000000,0.0000000000,25.4146000000
2022-01-02 22:00:00,0.0000000000,24.8412900000,,24.8412900000
2022-01-02 22:15:00,0.0000000000,24.2549600000,,24.2549600000
2022-01-02 22:30:00,0.0000000000,23.9440300000,,23.9440300000
2022-01-02 22:45:00,0.0000000000,23.6441400000,,23.6441400000
2022-01-02 23:00:00,0.0000000000,23.3266600000,,23.3266600000
2022-01-02 23:15:00,0.0000000000,23.2379700000,0.0000000000,23.2379700000
2022-01-02 23:30:00,0.0000000000,23.4664400000,0.0000000000,23.4664400000
2022-01-02 23:45:00,0.0000000000,23.2435000000,,23.2435000000
2022-01-03 00:00:00,0.0000000000,22.8691500000,,22.8691500000
2022-01-03 00:15:00,0.0000000000,22.4400700000,,22.4400700000
2022-01-03 00:30:00,0.0000000000,22.1730300000,,22.1730300000
2022-01-03 00:45:00,0.0000000000,22.1223200000,,22.1223200000
2022-01-03 01:00:00,0.4000000000,22.0815300000,0.0000000000,22.0815300000
2022-01-03 01:15:00,0.0000000000,22.0722700000,0.0000000000,22.0722700000
2022-01-03 01:30:00,0.0000000000,22.0666400000,0.0000000000,22.0666400000
2022-01-03 01:45:00,0.0000000000,22.1000000000,0.0000000000,22.1000000000
2022-01-03 02:00:00,0.0000000000,22.0849300000,0.0000000000,22.0849300000
2022-01-03 02:15:00,0.0000000000,21.9549800000,0.0000000000,21.9549800000
2022-01-03 02:30:00,0.0000000000,21.9519000000,0.0000000000,21.9519000000
2022-01-03 02:45:00,0.0000000000,21.9716000000,,21.9716000000
2022-01-03 03:00:00,0.0000000000,21.7946900000,,21.7946900000
2022-01-03 03:15:00,0.0000000000,21.6420100000,,21.6420100000
2022-01-03 03:30:00,0.0000000000,21.5801100000,,21.5801100000
2022-01-03 03:45:00,0.0000000000,21.5936700000,0.0000000000,21.5936700000
2022-01-03 04:00:00,0.0000000000,21.6793200000,0.0000000000,21.6793200000
2022-01-03 04:15:00,0.0000000000,21.6820100000,0.0000000000,21.6820100000
2022-01-03 04:30:00,0.0000000000,22.1451200000,0.0000000000,22.1451200000
2022-01-03 04:45:00,0.0000000000,22.2362000000,0.0000000000,22.2362000000
2022-01-03 05:00:00,0.0000000000,22.1073200000,,22.1073200000
2022-01-03 05:15:00,0.0000000000,22.6566700000,0.0000000000,22.6566700000
2022-01-03 05:30:00,0.0000000000,22.5620700000,0.0000000000,22.5620700000
2022-01-03 05:45:00,0.0000000000,22.5968700000,0.0000000000,22.5968700000
2022-01-03 06:00:00,0.0000000000,22.3171100000,,22.3171100000
2022-01-03 06:15:00,0.0000000000,22.2830300000,0.0000000000,22.2830300000
2022-01-03 06:30:00,1.6000000000,22.4964500000,3.0000000000,22.4964500000
2022-01-03 06:45:00,8.4000000000,22.5002100000,15.0000000000,22.5002100000
2022-01-03 07:00:00,16.8000000000,22.6967700000,27.0000000000,22.6967700000
2022-01-03 07:15:00,45.2000000000,23.4244300000,70.0000000000,23.4244300000
2022-01-03 07:30:00,90.8000000000,24.5897400000,139.0000000000,24.5897400000
2022-01-03 07:45:00,57.2000000000,24.6116700000,86.0000000000,24.6116700000
2022-01-03 08:00:00,82.8000000000,24.9006100000,120.0000000000,24.9006100000
2022-01-03 08:15:00,129.6000000000,25.9002200000,184.0000000000,25.9002200000
2022-01-03 08:30:00,167.2000000000,28.8016000000,234.0000000000,28.8016000000
2022-01-03 08:45:00,126.8000000000,31.1574700000,181.0000000000,31.1574700000
2022-01-03 09:00:00,185.2000000000,32.4194900000,269.0000000000,32.4194900000
2022-01-03 09:15:00,264.0000000000,35.5500000000,371.0000000000,35.5500000000
2022-01-03 09:30:00,228.0000000000,39.5417400000,330.0000000000,39.5417400000
2022-01-03 09:45:00,188.0000000000,37.3596000000,259.0000000000,37.3596000000
2022-01-03 10:00:00,228.0000000000,36.6332000000,323.0000000000,36.6332000000
2022-01-03 10:15:00,296.0000000000,38.1207400000,408.0000000000,38.1207400000
2022-01-03 10:30:00,364.0000000000,40.0448700000,513.0000000000,40.0448700000
2022-01-03 10:45:00,348.0000000000,42.2033100000,490.0000000000,42.2033100000
2022-01-03 11:00:00,248.0000000000,41.6338900000,350.0000000000,41.6338900000
2022-01-03 11:15:00,324.0000000000,40.0451100000,441.0000000000,40.0451100000
2022-01-03 11:30:00,412.0000000000,42.2299000000,580.0000000000,42.2299000000
2022-01-03 11:45:00,344.0000000000,44.4371100000,495.0000000000,44.4371100000
2022-01-03 12:00:00,276.0000000000,41.1924100000,388.0000000000,41.1924100000
2022-01-03 12:15:00,392.0000000000,42.2750200000,553.0000000000,42.2750200000
2022-01-03 12:30:00,392.0000000000,44.2745000000,556.0000000000,44.2745000000
2022-01-03 12:45:00,232.0000000000,43.2156700000,332.0000000000,43.2156700000
2022-01-03 13:00:00,280.0000000000,37.6624200000,389.0000000000,37.6624200000
2022-01-03 13:15:00,264.0000000000,36.8116600000,356.0000000000,36.8116600000
2022-01-03 13:30:00,424.0000000000,41.9521200000,583.0000000000,41.9521200000
2022-01-03 13:45:00,352.0000000000,43.9667500000,506.0000000000,43.9667500000
2022-01-03 14:00:00,192.0000000000,40.1997100000,262.0000000000,40.1997100000
2022-01-03 14:15:00,244.0000000000,37.0590600000,331.0000000000,37.0590600000
2022-01-03 14:30:00,248.0000000000,37.5929800000,355.0000000000,37.5929800000
2022-01-03 14:45:00,52.0000000000,32.4472600000,72.0000000000,32.4472600000
2022-01-03 15:00:00,104.0000000000,27.0886700000,136.0000000000,27.0886700000
2022-01-03 15:15:00,132.0000000000,29.1741600000,183.0000000000,29.1741600000
2022-01-03 15:30:00,180.0000000000,32.0638600000,251.0000000000,32.0638600000
2022-01-03 15:45:00,148.0000000000,34.0581200000,212.0000000000,34.0581200000
2022-01-03 16:00:00,116.0000000000,33.5049800000,163.0000000000,33.5049800000
2022-01-03 16:15:00,108.0000000000,32.7369800000,161.0000000000,32.7369800000
2022-01-03 16:30:00,88.0000000000,31.8546600000,121.0000000000,31.8546600000
2022-01-03 16:45:00,72.0000000000,31.3396700000,106.0000000000,31.3396700000
2022-01-03 17:00:00,72.0000000000,31.1643400000,101.0000000000,31.1643400000
2022-01-03 17:15:00,60.0000000000,30.7670100000,88.0000000000,30.7670100000
2022-01-03 17:30:00,52.0000000000,29.9096300000,76.0000000000,29.9096300000
2022-01-03 17:45:00,28.0000000000,28.7233600000,42.0000000000,28.7233600000
2022-01-03 18:00:00,4.0000000000,27.2944100000,11.0000000000,27.2944100000
2022-01-03 18:15:00,4.0000000000,26.4702000000,1.0000000000,26.4702000000
2022-01-03 18:30:00,0.0000000000,25.8954000000,,25.8954000000
2022-01-03 18:45:00,0.0000000000,24.2331500000,,24.2331500000
2022-01-03 19:00:00,0.0000000000,23.6073900000,,23.6073900000
2022-01-03 19:15:00,0.0000000000,23.1754900000,0.0000000000,23.1754900000
