Datetime,Generated power_1469 (kW),Ambient temperature_1470 (degree C),Irradiance_1471 (W/m2),PV module temperature_1472 (C)
2023-01-01 00:00:00,0.0000000000,20.0233300000,0.0000000000,20.0233300000
2023-01-01 00:15:00,0.0000000000,16.8500000000,,16.8500000000
2023-01-01 00:30:00,0.4000000000,16.5100000000,,16.5100000000
2023-01-01 00:45:00,0.0000000000,19.2533300000,,19.2533300000
2023-01-01 01:00:00,0.0000000000,18.9866700000,,18.9866700000
2023-01-01 01:15:00,0.0000000000,18.6133300000,,18.6133300000
2023-01-01 01:30:00,0.0000000000,18.5366700000,,18.5366700000
2023-01-01 01:45:00,0.0000000000,18.8466700000,,18.8466700000
2023-01-01 02:00:00,0.0000000000,19.6433300000,,19.6433300000
2023-01-01 02:15:00,0.4000000000,17.2200000000,,17.2200000000
2023-01-01 02:30:00,0.0000000000,20.3233300000,,20.3233300000
2023-01-01 02:45:00,0.0000000000,20.1133300000,,20.1133300000
2023-01-01 03:00:00,0.0000000000,19.5366700000,,19.5366700000
2023-01-01 03:15:00,0.0000000000,18.8466700000,,18.8466700000
2023-01-01 03:30:00,0.0000000000,18.9133300000,,18.9133300000
2023-01-01 03:45:00,0.0000000000,18.4333300000,,18.4333300000
2023-01-01 04:00:00,0.4000000000,18.3000000000,,18.3000000000
2023-01-01 04:15:00,0.0000000000,18.1300000000,,18.1300000000
2023-01-01 04:30:00,0.0000000000,18.2866700000,,18.2866700000
2023-01-01 04:45:00,0.0000000000,18.2900000000,,18.2900000000
2023-01-01 05:00:00,0.0000000000,18.0733300000,,18.0733300000
2023-01-01 05:15:00,0.0000000000,18.1000000000,,18.1000000000
2023-01-01 05:30:00,0.0000000000,17.8300000000,,17.8300000000
2023-01-01 05:45:00,0.0000000000,17.7133300000,,17.7133300000
2023-01-01 06:00:00,0.4000000000,14.7766700000,,14.7766700000
2023-01-01 06:15:00,0.0000000000,17.6200000000,,17.6200000000
2023-01-01 06:30:00,0.4000000000,11.7933300000,2.0000000000,11.7933300000
2023-01-01 06:45:00,5.6000000000,14.6233300000,16.0000000000,14.6233300000
2023-01-01 07:00:00,15.6000000000,17.7433300000,48.0000000000,17.7433300000
2023-01-01 07:15:00,30.4000000000,19.2066700000,95.0000000000,19.2066700000
2023-01-01 07:30:00,48.0000000000,20.8733300000,137.0000000000,20.8733300000
2023-01-01 07:45:00,67.2000000000,19.5000000000,179.0000000000,19.5000000000
2023-01-01 08:00:00,92.8000000000,24.6566700000,238.0000000000,24.6566700000
2023-01-01 08:15:00,123.2000000000,27.2700000000,306.0000000000,27.2700000000
2023-01-01 08:30:00,149.2000000000,29.8400000000,368.0000000000,29.8400000000
2023-01-01 08:45:00,174.8000000000,31.0966700000,427.0000000000,31.0966700000
2023-01-01 09:00:00,200.0000000000,33.1033300000,487.0000000000,33.1033300000
2023-01-01 09:15:00,221.2000000000,31.7900000000,538.0000000000,31.7900000000
2023-01-01 09:30:00,241.6000000000,37.0300000000,587.0000000000,37.0300000000
2023-01-01 09:45:00,258.8000000000,34.6300000000,631.0000000000,34.6300000000
2023-01-01 10:00:00,274.0000000000,39.6433300000,670.0000000000,39.6433300000
2023-01-01 10:15:00,181.2000000000,34.9933300000,469.0000000000,34.9933300000
2023-01-01 10:30:00,268.8000000000,36.6866700000,670.0000000000,36.6866700000
2023-01-01 10:45:00,298.4000000000,39.2200000000,802.0000000000,39.2200000000
2023-01-01 11:00:00,301.2000000000,46.6166600000,806.0000000000,46.6166600000
2023-01-01 11:15:00,304.8000000000,47.0166700000,816.0000000000,47.0166700000
2023-01-01 11:30:00,300.4000000000,43.4900000000,823.0000000000,43.4900000000
2023-01-01 11:45:00,310.4000000000,49.3800000000,832.0000000000,49.3800000000
2023-01-01 12:00:00,298.8000000000,49.2666700000,837.0000000000,49.2666700000
2023-01-01 12:15:00,298.8000000000,49.4666700000,834.0000000000,49.4666700000
2023-01-01 12:30:00,299.6000000000,43.8666600000,827.0000000000,43.8666600000
2023-01-01 12:45:00,299.6000000000,50.3033300000,819.0000000000,50.3033300000
