Datetime,Generated power_1403 (kW),Ambient temperature_1404 (degree C),Irradiance_1405 (W/m2),PV module temperature_1406 (C)
2023-01-01 00:00:00,0.0000000000,35.0000000000,0.0000000000,20.6000000000
2023-01-01 00:15:00,0.0000000000,34.0000000000,0.0000000000,20.5000000000
2023-01-01 00:30:00,0.0000000000,35.0000000000,0.0000000000,20.3583300000
2023-01-01 00:45:00,0.0000000000,35.0000000000,0.0000000000,20.3750000000
2023-01-01 01:00:00,0.0000000000,35.0000000000,0.0000000000,20.0250000000
2023-01-01 01:15:00,0.0000000000,35.0000000000,0.0000000000,19.9333300000
2023-01-01 01:30:00,0.0000000000,34.0000000000,0.0000000000,19.9916700000
2023-01-01 01:45:00,0.0000000000,34.0000000000,0.0000000000,19.7833300000
2023-01-01 02:00:00,0.0000000000,35.0000000000,0.0000000000,19.5833300000
2023-01-01 02:15:00,0.0000000000,33.0000000000,0.0000000000,19.4250000000
2023-01-01 02:30:00,0.0000000000,34.0000000000,0.0000000000,19.3250000000
2023-01-01 02:45:00,0.0000000000,34.0000000000,0.0000000000,19.2916700000
2023-01-01 03:00:00,0.0000000000,34.0000000000,0.0000000000,19.2500000000
2023-01-01 03:15:00,0.0000000000,33.0000000000,0.0000000000,19.2083300000
2023-01-01 03:30:00,0.0000000000,33.0000000000,0.0000000000,19.0500000000
2023-01-01 03:45:00,0.0000000000,33.0000000000,0.0000000000,18.7916700000
2023-01-01 04:00:00,0.0000000000,33.0000000000,0.0000000000,18.5250000000
2023-01-01 04:15:00,0.0000000000,33.0000000000,0.0000000000,18.3583300000
2023-01-01 04:30:00,0.0000000000,33.0000000000,0.0000000000,18.1000000000
2023-01-01 04:45:00,0.0000000000,33.0000000000,0.0000000000,17.9000000000
2023-01-01 05:00:00,0.0000000000,34.0000000000,0.0000000000,17.6833300000
2023-01-01 05:15:00,0.0000000000,32.0000000000,0.0000000000,17.4416700000
2023-01-01 05:30:00,0.0000000000,33.0000000000,0.0000000000,17.5583300000
2023-01-01 05:45:00,0.0000000000,32.0000000000,0.0000000000,17.6666700000
2023-01-01 06:00:00,0.0000000000,32.0000000000,0.0000000000,17.4000000000
2023-01-01 06:15:00,0.0000000000,32.0000000000,0.0000000000,17.0666700000
2023-01-01 06:30:00,0.0000000000,32.0000000000,0.5105203000,17.0583300000
2023-01-01 06:45:00,12.0000000000,32.0000000000,11.6739000000,17.1916700000
2023-01-01 07:00:00,28.0000000000,33.0000000000,37.8125400000,17.2416700000
2023-01-01 07:15:00,68.0000000000,33.0000000000,83.4530500000,18.3666700000
2023-01-01 07:30:00,112.0000000000,34.0000000000,129.8764000000,20.0916700000
2023-01-01 07:45:00,156.0000000000,34.0000000000,180.5200000000,22.2166700000
2023-01-01 08:00:00,212.0000000000,34.0000000000,240.2849000000,24.2166700000
2023-01-01 08:15:00,264.0000000000,34.0000000000,291.4731000000,25.8916700000
2023-01-01 08:30:00,316.0000000000,33.0000000000,354.7776000000,27.5333300000
2023-01-01 08:45:00,360.0000000000,34.0000000000,407.7356000000,29.8000000000
2023-01-01 09:00:00,404.0000000000,34.0000000000,460.8977000000,31.7750000000
2023-01-01 09:15:00,444.0000000000,34.0000000000,509.3631000000,32.8083300000
2023-01-01 09:30:00,484.0000000000,35.0000000000,557.5563000000,34.4166700000
2023-01-01 09:45:00,516.0000000000,35.0000000000,602.4480000000,36.1166600000
2023-01-01 10:00:00,544.0000000000,35.0000000000,642.9833000000,37.3333300000
2023-01-01 10:15:00,572.0000000000,35.0000000000,681.8169000000,39.4500000000
2023-01-01 10:30:00,592.0000000000,35.0000000000,716.6003000000,40.9250000000
2023-01-01 10:45:00,616.0000000000,36.0000000000,744.6790000000,40.6750000000
2023-01-01 11:00:00,632.0000000000,36.0000000000,770.1710000000,41.7416600000
2023-01-01 11:15:00,644.0000000000,36.0000000000,787.9711000000,42.2916700000
2023-01-01 11:30:00,656.0000000000,36.0000000000,809.5831000000,43.4500000000
2023-01-01 11:45:00,664.0000000000,37.0000000000,823.5374000000,43.4083300000
2023-01-01 12:00:00,668.0000000000,36.0000000000,832.3864000000,44.6333400000
2023-01-01 12:15:00,672.0000000000,36.0000000000,837.9000000000,44.5416700000
2023-01-01 12:30:00,668.0000000000,37.0000000000,837.8319000000,44.7666700000
2023-01-01 12:45:00,668.0000000000,37.0000000000,837.0831000000,44.5333300000
2023-01-01 13:00:00,528.0000000000,37.0000000000,673.7847000000,42.5916700000
2023-01-01 13:15:00,476.0000000000,37.0000000000,579.0321000000,39.2666700000
2023-01-01 13:30:00,516.0000000000,37.0000000000,661.9406000000,39.2833300000
2023-01-01 13:45:00,496.0000000000,37.0000000000,626.4084000000,40.1083300000
2023-01-01 14:00:00,568.0000000000,37.0000000000,684.0632000000,40.5583300000
2023-01-01 14:15:00,556.0000000000,38.0000000000,703.6672000000,43.0000000000
2023-01-01 14:30:00,520.0000000000,38.0000000000,659.2519000000,42.7916700000
2023-01-01 14:45:00,492.0000000000,39.0000000000,621.5414000000,41.8333300000
2023-01-01 15:00:00,456.0000000000,39.0000000000,579.6448000000,40.9916600000
2023-01-01 15:15:00,416.0000000000,38.0000000000,527.5717000000,39.6250000000
2023-01-01 15:30:00,372.0000000000,38.0000000000,475.6007000000,37.8666600000
2023-01-01 15:45:00,328.0000000000,39.0000000000,425.2634000000,36.9083300000
2023-01-01 16:00:00,280.0000000000,39.0000000000,365.2943000000,35.3750000000
2023-01-01 16:15:00,228.0000000000,38.0000000000,304.0659000000,33.5916700000
2023-01-01 16:30:00,180.0000000000,36.0000000000,251.2440000000,31.9583300000
2023-01-01 16:45:00,136.0000000000,38.0000000000,191.5813000000,30.5333300000
2023-01-01 17:00:00,96.0000000000,39.0000000000,147.4042000000,29.1916700000
2023-01-01 17:15:00,52.0000000000,38.0000000000,90.0557800000,27.4666700000
2023-01-01 17:30:00,24.0000000000,38.0000000000,42.7475700000,25.6250000000
2023-01-01 17:45:00,4.0000000000,38.0000000000,9.8019900000,24.0666700000
2023-01-01 18:00:00,0.0000000000,38.0000000000,0.1021041000,22.9000000000
2023-01-01 18:15:00,0.0000000000,37.0000000000,0.0000000000,22.0833300000
2023-01-01 18:30:00,0.0000000000,37.0000000000,0.0000000000,21.5333300000
2023-01-01 18:45:00,0.0000000000,37.0000000000,0.0000000000,21.0500000000
2023-01-01 19:00:00,0.0000000000,38.0000000000,0.0000000000,20.8250000000
2023-01-01 19:15:00,0.0000000000,36.0000000000,0.0000000000,20.5833300000
2023-01-01 19:30:00,0.0000000000,36.0000000000,0.0000000000,20.3833300000
2023-01-01 19:45:00,0.0000000000,36.0000000000,0.0000000000,20.3000000000
2023-01-01 20:00:00,0.0000000000,36.0000000000,0.0000000000,20.0666700000
2023-01-01 20:15:00,0.0000000000,36.0000000000,0.0000000000,19.8666700000
