Datetime,Generated power_1415 (kW),Ambient temperature_1416 (degree C),Irradiance_1417 (W/m2),PV module temperature_1418 (C)
2023-01-01 00:00:00,0.0000000000,38.0000000000,0.0000000000,19.4000000000
2023-01-01 00:15:00,0.0000000000,37.0000000000,0.0000000000,19.3583300000
2023-01-01 00:30:00,0.0000000000,37.0000000000,0.0000000000,19.4750000000
2023-01-01 00:45:00,0.0000000000,37.0000000000,0.0000000000,19.5250000000
2023-01-01 01:00:00,0.0000000000,36.0000000000,0.0000000000,19.7333300000
2023-01-01 01:15:00,0.0000000000,37.0000000000,0.0000000000,19.8500000000
2023-01-01 01:30:00,0.0000000000,37.0000000000,0.0000000000,19.6833300000
2023-01-01 01:45:00,0.0000000000,38.0000000000,0.0000000000,19.7333300000
2023-01-01 02:00:00,0.0000000000,36.0000000000,0.0000000000,19.7000000000
2023-01-01 02:15:00,0.0000000000,36.0000000000,0.0000000000,19.4833300000
2023-01-01 02:30:00,0.0000000000,37.0000000000,0.0000000000,19.2916700000
2023-01-01 02:45:00,0.0000000000,37.0000000000,0.0000000000,19.0583300000
2023-01-01 03:00:00,0.0000000000,37.0000000000,0.0000000000,18.8916700000
2023-01-01 03:15:00,0.0000000000,36.0000000000,0.0000000000,18.5916700000
2023-01-01 03:30:00,0.0000000000,36.0000000000,0.0000000000,18.3333300000
2023-01-01 03:45:00,0.0000000000,37.0000000000,0.0000000000,17.9833300000
2023-01-01 04:00:00,0.0000000000,36.0000000000,0.0000000000,17.6166700000
2023-01-01 04:15:00,0.0000000000,36.0000000000,0.0000000000,17.5083300000
2023-01-01 04:30:00,0.0000000000,36.0000000000,0.0000000000,17.5500000000
2023-01-01 04:45:00,0.0000000000,36.0000000000,0.0000000000,17.3416700000
2023-01-01 05:00:00,0.0000000000,35.0000000000,0.0000000000,17.1250000000
2023-01-01 05:15:00,4.0000000000,36.0000000000,0.0000000000,17.0500000000
2023-01-01 05:30:00,0.0000000000,34.0000000000,0.0000000000,16.8000000000
2023-01-01 05:45:00,0.0000000000,35.0000000000,0.0000000000,16.6416700000
2023-01-01 06:00:00,0.0000000000,36.0000000000,0.0000000000,16.2166700000
2023-01-01 06:15:00,0.0000000000,35.0000000000,0.0000000000,15.8666700000
2023-01-01 06:30:00,0.0000000000,35.0000000000,0.8377011000,15.8416700000
2023-01-01 06:45:00,8.0000000000,35.0000000000,9.2511360000,16.5083300000
2023-01-01 07:00:00,16.0000000000,35.0000000000,28.2268900000,16.7166700000
